test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
REV3L,REV3L,REV3L,chr6:111299030-111606274,WT,DSL3,OK,4.10579,7.09601,0.789347,3.50356,5.00E-05,0.000189718,yes
REXO1,REXO1,REXO1,chr19:1815245-1848453,WT,DSL3,OK,8.10765,7.58903,-0.0953677,-0.377256,0.53465,0.625002,no
REXO1L2P,REXO1L2P,REXO1L2P,chr8:85826864-85827942,WT,DSL3,NOTEST,0,0,0,0,1,1,no
REXO2,REXO2,REXO2,chr11:114439385-114450278,WT,DSL3,OK,29.1192,42.5601,0.547529,2.51021,5.00E-05,0.000189718,yes
REXO4,REXO4,REXO4,chr9:133361448-133459403,WT,DSL3,OK,13.6508,11.8954,-0.198579,-0.279502,0.619,0.699994,no
RFC1,RFC1,RFC1,chr4:39287448-39366381,WT,DSL3,OK,13.2115,18.2787,0.468369,2.66585,5.00E-05,0.000189718,yes
RFC2,RFC2,RFC2,chr7:74231501-74254458,WT,DSL3,OK,32.1881,20.2142,-0.671161,-3.02584,5.00E-05,0.000189718,yes
RFC3,RFC3,RFC3,chr13:33818068-33966558,WT,DSL3,OK,10.7811,31.3529,1.54009,6.86944,5.00E-05,0.000189718,yes
RFC4,RFC4,RFC4,chr3:186783571-186806695,WT,DSL3,OK,33.0104,35.2496,0.0946857,0.168997,0.7627,0.819144,no
RFC5,RFC5,RFC5,chr12:118016700-118032237,WT,DSL3,OK,25.2441,12.8508,-0.974088,-4.17449,5.00E-05,0.000189718,yes
RFESD,RFESD,RFESD,chr5:95646776-95683010,WT,DSL3,NOTEST,0.677045,0.850347,0.3288,0,1,1,no
RFFL,RFFL,RFFL,chr17:35009111-35121522,WT,DSL3,OK,4.7059,3.64842,-0.3672,-0.692518,0.2897,0.381467,no
RFK,RFK,RFK,chr9:76385516-76394528,WT,DSL3,OK,8.23207,5.87657,-0.486281,-1.77447,0.00515,0.0122438,yes
RFNG,RFNG,RFNG,chr17:82047901-82051774,WT,DSL3,OK,5.49665,6.0608,0.140956,0.305929,0.6137,0.695783,no
RFPL1,RFPL1,RFPL1,chr22:29437014-29442455,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RFPL1S,RFPL1S,RFPL1S,chr22:29437014-29442455,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RFPL2,RFPL2,RFPL2,chr22:32190434-32204731,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RFPL3,RFPL3,RFPL3,chr22:32354884-32371264,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RFPL3S,RFPL3S,RFPL3S,chr22:32354884-32371264,WT,DSL3,NOTEST,0,0.14108,inf,0,1,1,no
RFPL4A,RFPL4A,RFPL4A,chr19:55759140-55763175,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RFPL4AL1,RFPL4AL1,RFPL4AL1,chr19:55771804-55773179,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RFPL4B,RFPL4B,RFPL4B,chr6:112347329-112351296,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RFT1,RFT1,RFT1,chr3:53088484-53130454,WT,DSL3,OK,6.68587,4.7292,-0.499517,-2.06003,0.00035,0.00111977,yes
RFTN1,RFTN1,RFTN1,chr3:16315844-16513715,WT,DSL3,OK,4.64174,2.44841,-0.922823,-2.27479,0.00015,0.000523084,yes
RFTN2,RFTN2,RFTN2,chr2:197570802-197675860,WT,DSL3,NOTEST,0.0239551,0.0855786,1.83692,0,1,1,no
RFWD2,RFWD2,RFWD2,chr1:175944825-176207244,WT,DSL3,OK,10.2678,10.2686,0.000109074,0.000447283,0.99955,0.9996,no
RFWD3,RFWD3,RFWD3,chr16:74621398-74666881,WT,DSL3,OK,15.8776,20.314,0.35548,1.96354,0.00085,0.0024864,yes
RFX1,RFX1,RFX1,chr19:13961529-14006322,WT,DSL3,NOTEST,1.38597,1.70163,0.296025,0,1,1,no
RFX2,RFX2,RFX2,chr19:5978402-6110653,WT,DSL3,NOTEST,0.463216,0.790762,0.771559,0,1,1,no
RFX3,RFX3,RFX3,chr9:3218296-3526001,WT,DSL3,NOTEST,1.77153,2.14399,0.275307,0,1,1,no
RFX3-AS1,RFX3-AS1,RFX3-AS1,chr9:3668085-3691756,WT,DSL3,NOTEST,0,0.306852,inf,0,1,1,no
RFX4,RFX4,RFX4,chr12:106357657-106889316,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RFX5,RFX5,RFX5,chr1:151340639-151347891,WT,DSL3,OK,16.0669,19.536,0.282039,1.5135,0.0126,0.0268939,yes
RFX6,RFX6,RFX6,chr6:116877212-116932163,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RFX7,RFX7,RFX7,chr15:56090532-56243285,WT,DSL3,OK,3.0566,4.18079,0.451847,1.9174,0.00105,0.00300411,yes
RFX8,RFX8,RFX8,chr2:101397360-101474703,WT,DSL3,OK,0,5.40207,inf,#NAME?,5.00E-05,0.000189718,yes
RFXANK,RFXANK,RFXANK,chr19:19145566-19203429,WT,DSL3,OK,21.6857,24.8988,0.199333,0.588532,0.30995,0.404293,no
RFXAP,RFXAP,RFXAP,chr13:36819201-36829603,WT,DSL3,NOTEST,0.971339,3.02639,1.63955,0,1,1,no
RGAG1,RGAG1,RGAG1,chrX:110194185-110456334,WT,DSL3,NOTEST,1.87892,1.18195,-0.668735,0,1,1,no
RGAG4,RGAG4,RGAG4,chrX:71911087-72143574,WT,DSL3,NOTEST,0.0941314,0.0544848,-0.788821,0,1,1,no
RGCC,RGCC,RGCC,chr13:41457405-41470877,WT,DSL3,NOTEST,0,2.96074,inf,0,1,1,no
RGL1,RGL1,RGL1,chr1:183636046-183928551,WT,DSL3,NOTEST,0.850275,1.15678,0.444109,0,1,1,no
RGL2,RGL2,RGL2,chr6_GL000255v2_alt:4486077-4493809,WT,DSL3,OK,3.65095,2.61545,-0.481214,-1.09086,0.05045,0.0894236,no
RGL3,RGL3,RGL3,chr19:11394055-11419342,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGL4,RGL4,RGL4,chr22:23638487-23717423,WT,DSL3,NOTEST,0.736772,1.13084,0.618107,0,1,1,no
RGMA,RGMA,RGMA,chr15:93043405-93089214,WT,DSL3,NOTEST,0.301018,0.282537,-0.0914096,0,1,1,no
RGMB,RGMB,RGMB,chr5:98769294-98796494,WT,DSL3,OK,18.6026,12.9999,-0.517006,-2.71567,5.00E-05,0.000189718,yes
RGMB-AS1,RGMB-AS1,RGMB-AS1,chr5:98769294-98796494,WT,DSL3,OK,3.73831,1.96934,-0.924671,-1.17084,0.05865,0.101367,no
RGN,RGN,RGN,chrX:47078354-47093314,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGP1,RGP1,RGP1,chr9:35749279-35754277,WT,DSL3,OK,8.75245,10.0895,0.205098,0.600361,0.32465,0.419888,no
RGPD1,RGPD1,RGPD1,chr2:87748086-87985790,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGPD2,RGPD2,RGPD2,chr2:87748086-87985790,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGPD3,RGPD3,RGPD3,chr2:106404679-106468345,WT,DSL3,NOTEST,0.073773,0.0736052,-0.00328406,0,1,1,no
RGPD4,RGPD4,RGPD4,chr2:107826931-107892544,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGPD4-AS1,RGPD4-AS1,RGPD4-AS1,chr2:107823063-107826769,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGPD5,"RGPD5,RGPD8","RGPD5,RGPD8",chr2:112368368-112433645,WT,DSL3,NOTEST,0.0154547,0.0164485,0.089913,0,1,1,no
RGPD6,RGPD6,RGPD6,chr2:110513801-110578732,WT,DSL3,NOTEST,8.25E-07,8.66E-07,0.0694436,0,1,1,no
RGPD8,RGPD8,RGPD8,chr2:112368368-112433645,WT,DSL3,NOTEST,0.00118165,0.00119567,0.0170119,0,1,1,no
RGR,RGR,RGR,chr10:84245052-84259188,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGS1,RGS1,RGS1,chr1:192575726-192580029,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGS10,RGS10,RGS10,chr10:119499826-119542710,WT,DSL3,OK,6.89263,2.73573,-1.33313,-2.32754,0.0011,0.00312901,yes
RGS11,RGS11,RGS11,chr16:234545-275943,WT,DSL3,NOTEST,0.156051,0.0953778,-0.710291,0,1,1,no
RGS12,RGS12,RGS12,chr4:3314146-3439913,WT,DSL3,NOTEST,1.69448,1.95101,0.203373,0,1,1,no
RGS13,RGS13,RGS13,chr1:192636137-192660310,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGS14,RGS14,RGS14,chr5:177357842-177372598,WT,DSL3,NOTEST,1.62711,0.95353,-0.770966,0,1,1,no
RGS16,RGS16,RGS16,chr1:182598622-182604413,WT,DSL3,NOTEST,0.0549871,0,#NAME?,0,1,1,no
RGS17,RGS17,RGS17,chr6:153010896-153131254,WT,DSL3,NOTEST,0.073648,0.9856,3.74228,0,1,1,no
RGS18,RGS18,RGS18,chr1:192158461-192185815,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGS19,RGS19,RGS19,chr20:64073180-64079971,WT,DSL3,OK,14.5676,8.46708,-0.782824,-1.93277,0.00125,0.0035129,yes
RGS2,RGS2,RGS2,chr1:192809038-192812277,WT,DSL3,NOTEST,2.48502,1.53935,-0.690932,0,1,1,no
RGS20,RGS20,RGS20,chr8:53851807-53959304,WT,DSL3,NOTEST,1.93827,3.54082,0.869316,0,1,1,no
RGS21,RGS21,RGS21,chr1:192316991-192367284,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGS22,RGS22,RGS22,chr8:99960935-100106116,WT,DSL3,NOTEST,0,0.0128434,inf,0,1,1,no
RGS3,RGS3,RGS3,chr9:113444728-113597743,WT,DSL3,OK,68.2307,26.2285,-1.37928,-5.37521,5.00E-05,0.000189718,yes
RGS4,RGS4,RGS4,chr1:163068605-163076802,WT,DSL3,NOTEST,0.226794,1.37473,2.59969,0,1,1,no
RGS5,RGS5,RGS5,chr1:163142298-163321791,WT,DSL3,OK,4.79348,1.50091,-1.67524,-2.68933,0.00035,0.00111977,yes
RGS6,RGS6,RGS6,chr14:71932099-72566530,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGS7,RGS7,RGS7,chr1:240775513-241357230,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGS7BP,RGS7BP,RGS7BP,chr5:64505946-64612294,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGS8,RGS8,RGS8,chr1:182646656-182672932,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RGS9,RGS9,RGS9,chr17:65137337-65227703,WT,DSL3,NOTEST,0.181358,0,#NAME?,0,1,1,no
RGS9BP,RGS9BP,RGS9BP,chr19:32675406-32678300,WT,DSL3,NOTEST,0,0.583616,inf,0,1,1,no
RGSL1,RGSL1,RGSL1,chr1:182450120-182560598,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHAG,RHAG,RHAG,chr6:49605176-49636874,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHBDD1,RHBDD1,RHBDD1,chr2:226835954-226999207,WT,DSL3,NOTEST,1.90133,3.02861,0.671649,0,1,1,no
RHBDD2,RHBDD2,RHBDD2,chr7:75878998-75888926,WT,DSL3,OK,14.4245,10.3427,-0.47991,-1.64096,0.00505,0.0120351,yes
RHBDD3,RHBDD3,RHBDD3,chr22:29259854-29267925,WT,DSL3,OK,7.40432,8.2058,0.148277,0.339531,0.56645,0.653938,no
RHBDF1,RHBDF1,RHBDF1,chr16:58058-72631,WT,DSL3,OK,3.05415,4.50917,0.562093,1.29094,0.03765,0.0695843,no
RHBDF2,RHBDF2,RHBDF2,chr17:76470892-76501427,WT,DSL3,NOTEST,1.56666,1.35379,-0.210687,0,1,1,no
RHBDL1,RHBDL1,RHBDL1,chr16:675665-678268,WT,DSL3,NOTEST,0.210487,0.428177,1.02447,0,1,1,no
RHBDL2,RHBDL2,RHBDL2,chr1:38885805-38941830,WT,DSL3,NOTEST,0,0.187113,inf,0,1,1,no
RHBDL3,RHBDL3,RHBDL3,chr17:32266175-32324661,WT,DSL3,NOTEST,0.0219312,0.0828042,1.91672,0,1,1,no
RHBG,RHBG,RHBG,chr1:156369188-156385221,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHCE,RHCE,RHCE,chr1:25338297-25420872,WT,DSL3,NOTEST,0,0.114443,inf,0,1,1,no
RHCG,RHCG,RHCG,chr15:89471408-89496613,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHD,RHD,RHD,chr1:25272485-25330445,WT,DSL3,NOTEST,0.0478121,0.0491045,0.038479,0,1,1,no
RHEB,RHEB,RHEB,chr7:151466011-151519924,WT,DSL3,OK,28.0831,24.2522,-0.211589,-1.01654,0.07655,0.127511,no
RHEBL1,RHEBL1,RHEBL1,chr12:49064675-49070025,WT,DSL3,NOTEST,1.06395,0.706934,-0.589779,0,1,1,no
RHNO1,RHNO1,RHNO1,chr12:2836815-2889525,WT,DSL3,OK,14.3334,14.7295,0.0393212,0.0882107,0.88065,0.91146,no
RHO,RHO,RHO,chr3:129528638-129535344,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHOA,RHOA,RHOA,chr3:49359145-49412093,WT,DSL3,OK,147.171,127.814,-0.203445,-1.03948,0.08195,0.134961,no
RHOB,RHOB,RHOB,chr2:20447070-20449443,WT,DSL3,OK,4.44371,9.43678,1.08653,2.76017,5.00E-05,0.000189718,yes
RHOBTB1,RHOBTB1,RHOBTB1,chr10:60869439-61001440,WT,DSL3,NOTEST,0.0656035,0.308985,2.23569,0,1,1,no
RHOBTB2,RHOBTB2,RHOBTB2,chr8:22987416-23083619,WT,DSL3,OK,19.4434,6.62065,-1.55424,-5.79556,5.00E-05,0.000189718,yes
RHOBTB3,RHOBTB3,RHOBTB3,chr5:95731145-95796367,WT,DSL3,OK,7.18883,6.23208,-0.206045,-0.941121,0.1117,0.175148,no
RHOC,RHOC,RHOC,chr1:112701126-112707403,WT,DSL3,OK,158.179,127.171,-0.314784,-1.60097,0.0079,0.0178358,yes
RHOD,RHOD,RHOD,chr11:67056817-67072017,WT,DSL3,NOTEST,0.854264,0.793268,-0.106873,0,1,1,no
RHOF,RHOF,RHOF,chr12:121712751-121793688,WT,DSL3,OK,6.54561,1.18596,-2.46447,-3.02405,0.0004,0.001262,yes
RHOG,RHOG,RHOG,chr11:3826977-3840983,WT,DSL3,OK,17.1391,21.4863,0.326132,1.10084,0.06875,0.116132,no
RHOH,RHOH,RHOH,chr4:40191010-40244764,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHOJ,RHOJ,RHOJ,chr14:63204383-63293512,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHOQ,RHOQ,RHOQ,chr2:46542727-46617112,WT,DSL3,OK,6.42894,7.10019,0.143276,0.598448,0.3357,0.431725,no
RHOT1,RHOT1,RHOT1,chr17:32142453-32225771,WT,DSL3,OK,4.34996,3.66405,-0.247564,-0.816256,0.16265,0.239033,no
RHOT2,RHOT2,RHOT2,chr16:668082-674174,WT,DSL3,OK,12.6037,15.1064,0.261314,1.02846,0.0862,0.14094,no
RHOU,RHOU,RHOU,chr1:228644646-228746669,WT,DSL3,NOTEST,1.84554,2.49686,0.436074,0,1,1,no
RHOV,RHOV,RHOV,chr15:40872213-40874289,WT,DSL3,NOTEST,0.181974,0.217533,0.257503,0,1,1,no
RHOXF1,RHOXF1,RHOXF1,chrX:120036235-120146855,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHOXF1-AS1,RHOXF1-AS1,RHOXF1-AS1,chrX:120036235-120146855,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHOXF1P1,RHOXF1P1,RHOXF1P1,chrX:120010716-120015551,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHOXF2,"RHOXF2,RHOXF2B","RHOXF2,RHOXF2B",chrX:120158560-120164039,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHOXF2B,RHOXF2B,RHOXF2B,chrX:120158560-120164039,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RHPN1,RHPN1,RHPN1,chr8:143368854-143384220,WT,DSL3,NOTEST,1.75165,0.50803,-1.78573,0,1,1,no
RHPN1-AS1,RHPN1-AS1,RHPN1-AS1,chr8:143366622-143368635,WT,DSL3,NOTEST,0.594576,0.135496,-2.13361,0,1,1,no
RHPN2,RHPN2,RHPN2,chr19:32978591-33064918,WT,DSL3,NOTEST,2.90755,2.33636,-0.315538,0,1,1,no
RIBC1,RIBC1,RIBC1,chrX:53422855-53431120,WT,DSL3,NOTEST,0.690794,0.263887,-1.38834,0,1,1,no
RIBC2,RIBC2,RIBC2,chr22:45413690-45432422,WT,DSL3,OK,4.32843,6.51446,0.589803,1.15143,0.0591,0.101946,no
RIC1,RIC1,RIC1,chr9:5629118-5776556,WT,DSL3,OK,8.8728,7.81477,-0.183185,-0.816861,0.17365,0.252027,no
RIC3,RIC3,RIC3,chr11:8038632-8169043,WT,DSL3,NOTEST,0.0300085,0.0203321,-0.561612,0,1,1,no
RIC8A,RIC8A,RIC8A,chr11:207510-236362,WT,DSL3,OK,12.1267,19.4537,0.681859,3.11155,5.00E-05,0.000189718,yes
RIC8B,RIC8B,RIC8B,chr12:106357657-106889316,WT,DSL3,NOTEST,2.38581,2.9128,0.287923,0,1,1,no
RICTOR,RICTOR,RICTOR,chr5:38937920-39074408,WT,DSL3,OK,4.74987,4.53831,-0.0657308,-0.337347,0.5838,0.669582,no
RIF1,RIF1,RIF1,chr2:151409882-151477346,WT,DSL3,OK,10.4052,14.5397,0.482697,2.60812,5.00E-05,0.000189718,yes
RIIAD1,RIIAD1,RIIAD1,chr1:151721536-151729606,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RILP,RILP,RILP,chr17_KI270861v1_alt:76178-80126,WT,DSL3,NOTEST,1.17934,0.978991,-0.268608,0,1,1,no
RILPL1,RILPL1,RILPL1,chr12:123458103-123533718,WT,DSL3,OK,4.58303,3.20638,-0.515355,-1.07609,0.0629,0.107457,no
RILPL2,RILPL2,RILPL2,chr12:123415038-123436733,WT,DSL3,NOTEST,3.27816,1.54158,-1.08848,0,1,1,no
RIMBP2,RIMBP2,RIMBP2,chr12:130396135-130517865,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RIMBP3,RIMBP3,RIMBP3,chr22:18606126-18611919,WT,DSL3,NOTEST,0.0315291,0.0709725,1.17058,0,1,1,no
RIMBP3B,"RIMBP3B,RIMBP3C","RIMBP3B,RIMBP3C",chr22:21545668-21624034,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RIMBP3C,RIMBP3C,RIMBP3C,chr22:21545668-21624034,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RIMKLA,RIMKLA,RIMKLA,chr1:42380796-42424229,WT,DSL3,NOTEST,0.0424848,0,#NAME?,0,1,1,no
RIMKLB,RIMKLB,RIMKLB,chr12:8681676-8783098,WT,DSL3,OK,6.01549,6.12686,0.0264662,0.0794846,0.8953,0.921999,no
RIMS1,RIMS1,RIMS1,chr6:71886702-72403143,WT,DSL3,NOTEST,0,0.172681,inf,0,1,1,no
RIMS2,RIMS2,RIMS2,chr8:103500747-104254428,WT,DSL3,OK,14.585,16.8367,0.207124,1.09099,0.06745,0.114153,no
RIMS3,RIMS3,RIMS3,chr1:40620679-40665652,WT,DSL3,NOTEST,0.767044,0.352852,-1.12024,0,1,1,no
RIMS4,RIMS4,RIMS4,chr20:44745846-44810338,WT,DSL3,NOTEST,0.577787,0.0599107,-3.26965,0,1,1,no
RIN1,RIN1,RIN1,chr11:66332070-66336529,WT,DSL3,OK,11.4064,11.2833,-0.0156532,-0.0550538,0.93075,0.948869,no
RIN2,RIN2,RIN2,chr20:19886520-20002459,WT,DSL3,OK,16.14,19.7948,0.29448,1.58489,0.0063,0.0146329,yes
RIN3,RIN3,RIN3,chr14:92513780-92688989,WT,DSL3,OK,6.00701,2.74667,-1.12896,-4.14511,5.00E-05,0.000189718,yes
RING1,RING1,RING1,chr6_GL000255v2_alt:4402916-4407130,WT,DSL3,OK,7.5576,8.09304,0.0987542,0.287293,0.6332,0.71225,no
RINL,RINL,RINL,chr19:38867831-38878279,WT,DSL3,NOTEST,0.0538591,0.066369,0.301321,0,1,1,no
RINT1,RINT1,RINT1,chr7:105532084-105581529,WT,DSL3,OK,8.62165,8.83751,0.0356765,0.150498,0.8071,0.855183,no
RIOK1,RIOK1,RIOK1,chr6:7389828-7418037,WT,DSL3,OK,8.58804,15.5523,0.856726,3.66707,5.00E-05,0.000189718,yes
RIOK2,RIOK2,RIOK2,chr5:97160866-97183301,WT,DSL3,OK,10.5026,13.9847,0.413097,1.56692,0.0093,0.0206035,yes
RIOK3,RIOK3,RIOK3,chr18:23452822-23483135,WT,DSL3,OK,4.77234,6.99402,0.551424,2.21562,0.00035,0.00111977,yes
RIPK1,RIPK1,RIPK1,chr6:3076823-3115187,WT,DSL3,OK,7.03403,6.52726,-0.107873,-0.449649,0.4393,0.535903,no
RIPK2,RIPK2,RIPK2,chr8:89757746-89791064,WT,DSL3,OK,8.80293,8.66269,-0.0231696,-0.09082,0.8783,0.909558,no
RIPK3,RIPK3,RIPK3,chr14:24336020-24340036,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RIPK4,RIPK4,RIPK4,chr21:41739368-41767089,WT,DSL3,NOTEST,0.308342,1.85838,2.59144,0,1,1,no
RIPPLY1,RIPPLY1,RIPPLY1,chrX:106900062-106930861,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RIPPLY2,RIPPLY2,RIPPLY2,chr6:83853265-83857516,WT,DSL3,NOTEST,0,1.31688,inf,0,1,1,no
RIPPLY3,RIPPLY3,RIPPLY3,chr21:37006562-37019658,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RIT1,RIT1,RIT1,chr1:155897807-155911402,WT,DSL3,OK,3.48981,5.30954,0.605438,1.95825,0.00055,0.00168203,yes
RIT2,RIT2,RIT2,chr18:42743217-43115692,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RITA1,RITA1,RITA1,chr12:113185525-113192368,WT,DSL3,OK,18.6101,23.5419,0.339143,1.44353,0.01245,0.026625,yes
RLBP1,RLBP1,RLBP1,chr15:89209866-89221691,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RLF,RLF,RLF,chr1:40161368-40240921,WT,DSL3,OK,7.55047,8.36436,0.147688,0.768794,0.19405,0.275993,no
RLIM,RLIM,RLIM,chrX:74582975-74614626,WT,DSL3,OK,14.5301,8.73042,-0.734923,-4.02114,5.00E-05,0.000189718,yes
RLN1,RLN1,RLN1,chr9:5334931-5339873,WT,DSL3,NOTEST,0,0.612383,inf,0,1,1,no
RLN2,RLN2,RLN2,chr9:5299865-5304611,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RLN3,RLN3,RLN3,chr19:14028147-14031558,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RLTPR,RLTPR,RLTPR,chr16:67645126-67660815,WT,DSL3,NOTEST,1.02372,0.745882,-0.456805,0,1,1,no
RMDN1,RMDN1,RMDN1,chr8:86472348-86508780,WT,DSL3,OK,10.2755,5.20196,-0.982081,-3.68133,5.00E-05,0.000189718,yes
RMDN2,RMDN2,RMDN2,chr2:37925318-38067142,WT,DSL3,NOTEST,0.844347,1.03522,0.294034,0,1,1,no
RMDN2-AS1,RMDN2-AS1,RMDN2-AS1,chr2:37925318-38067142,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RMDN3,RMDN3,RMDN3,chr15:40735883-40755336,WT,DSL3,OK,5.04356,5.74935,0.188956,0.462208,0.3779,0.474782,no
RMI1,RMI1,RMI1,chr9:83980721-84004072,WT,DSL3,OK,10.0011,11.8954,0.250243,1.19021,0.0522,0.0919927,no
RMI2,RMI2,RMI2,chr16:11345437-11351763,WT,DSL3,OK,10.49,4.93081,-1.08912,-2.0787,0.0004,0.001262,yes
RMND1,RMND1,RMND1,chr6:151404761-151452181,WT,DSL3,OK,9.23073,5.83067,-0.662783,-1.4209,0.00945,0.0208889,yes
RMND5A,RMND5A,RMND5A,chr2:86503429-86778041,WT,DSL3,OK,7.13289,6.70056,-0.0902057,-0.313364,0.6018,0.685619,no
RMND5B,RMND5B,RMND5B,chr5:178130960-178148570,WT,DSL3,OK,9.62174,6.76328,-0.508574,-1.44713,0.0134,0.028302,yes
RMRP,RMRP,RMRP,chr9:35657750-35658018,WT,DSL3,OK,44062,42271.4,-0.0598525,-0.120159,0.84645,0.886505,no
RMST,RMST,RMST,chr12:97465020-97533766,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RN7SK,RN7SK,RN7SK,chr6:52995619-52995951,WT,DSL3,OK,69966.3,68545.6,-0.0295953,-0.0237543,0.97025,0.978519,no
RN7SL1,RN7SL1,RN7SL1,chr14:49586579-49586878,WT,DSL3,OK,13498.2,36847.7,1.44881,2.12074,0.01595,0.0329584,yes
RN7SL2,RN7SL2,RN7SL2,chr14:49862550-49862849,WT,DSL3,OK,25720.2,45261.2,0.81537,1.31115,0.07605,0.12675,no
RNA18S5,RNA18S5,RNA18S5,chrUn_GL000220v1:153049-154918,WT,DSL3,HIDATA,0,0,0,0,1,1,no
RNA28S5,RNA28S5,RNA28S5,chrUn_GL000220v1:97128-126696,WT,DSL3,HIDATA,0,0,0,0,1,1,no
RNA45S5,RNA45S5,RNA45S5,chrUn_GL000220v1:97128-126696,WT,DSL3,HIDATA,0,0,0,0,1,1,no
RNA5-8S5,RNA5-8S5,RNA5-8S5,chrUn_GL000220v1:155996-156152,WT,DSL3,HIDATA,0,0,0,0,1,1,no
RNA5S1,RNA5S1,RNA5S1,chr1:228616988-228617109,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNA5S11,RNA5S11,RNA5S11,chr1:228644646-228746669,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNA5S14,RNA5S14,RNA5S14,chr1:228623664-228623785,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNA5S16,RNA5S16,RNA5S16,chr1:228619229-228619350,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNA5S17,RNA5S17,RNA5S17,chr1:228630387-228630508,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNA5S5,RNA5S5,RNA5S5,chr1:228625906-228626027,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNA5S9,RNA5S9,RNA5S9,chr1:228628145-228628266,WT,DSL3,NOTEST,0,18.2061,inf,0,1,1,no
RNASE1,RNASE1,RNASE1,chr14:20801355-20802877,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNASE10,RNASE10,RNASE10,chr14:20510471-20511122,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNASE11,RNASE11,RNASE11,chr14:20582892-20607221,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNASE12,RNASE12,RNASE12,chr14:20582892-20607221,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNASE13,RNASE13,RNASE13,chr14:21016762-21104704,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNASE2,RNASE2,RNASE2,chr14:20955470-20956435,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNASE3,RNASE3,RNASE3,chr14:20891402-20892348,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNASE4,RNASE4,RNASE4,chr14:20684176-20700602,WT,DSL3,OK,4.8276,0.844529,-2.51509,-1.91274,0.00225,0.0059272,yes
RNASE6,RNASE6,RNASE6,chr14:20781050-20782467,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RNASE7,RNASE7,RNASE7,chr14:21016762-21104704,WT,DSL3,NOTEST,0,0,0,0,1,1,no
